,Taxon_ID,Species_name_IUCN,Species_name,Common_name,Redlist_category,Threatened,Population_trend,Decreasing,Body_mass,Bill_length,Range_size,Elevation_min,Elevation_max,Elevation_range,Human_footprint,Migratory_status,Migratory_score,Forest_depend_status,Forest_depend_score,Hermit,Body_mass_log,Bill_length_log,Range_size_log
1,22686903,Glaucis_aeneus,Glaucis_aeneus,Bronzy Hermit,Least Concern,0,Unknown,NA,4.8,31.35,170965.1,0,1500,1500,29.58524011,Not a Migrant,0,Medium,0,1,1.568615918,3.445214267,12.04921472
2,22686911,Glaucis_hirsutus,Glaucis_hirsutus,Rufous-breasted Hermit,Least Concern,0,Decreasing,1,6.76,32.05,7820116.3,0,1800,1800,13.38743313,Not a Migrant,0,Low,0,1,1.91102289,3.467297183,15.87220998
3,22686919,Threnetes_niger,Threnetes_niger,Sooty Barbthroat,Least Concern,0,Unknown,NA,5.6,32.98,270305.8,NA,NA,NA,7.570723812,Not a Migrant,0,Medium,0,1,1.722766598,3.495901317,12.50730919
4,22686925,Threnetes_ruckeri,Threnetes_ruckeri,Band-tailed Barbthroat,Least Concern,0,Unknown,NA,5.2,33.2,482647.8,0,1200,1200,30.92537348,Not a Migrant,0,Medium,0,1,1.648658626,3.502549876,13.08704247
5,22686931,Phaethornis_yaruqui,Phaethornis_yaruqui,White-whiskered Hermit,Least Concern,0,Unknown,NA,5.4,45.35,119931.2,0,2000,2000,27.29952005,Altitudinal Migrant,1,High,1,1,1.686398954,3.814410177,11.69467352
6,22686934,Phaethornis_guy,Phaethornis_guy,Green Hermit,Least Concern,0,Unknown,NA,6.3,41.62,555184.1,0,2200,2200,23.21335473,Not a Migrant,0,Medium,0,1,1.840549633,3.728580821,13.22705505
7,22686937,Phaethornis_syrmatophorus,Phaethornis_syrmatophorus,Tawny-bellied Hermit,Least Concern,0,Unknown,NA,5.8,43.21,159647,1000,2300,1300,23.8423389,Not a Migrant,0,High,1,1,1.757857918,3.76607195,11.98072041
8,22686955,Phaethornis_anthophilus,Phaethornis_anthophilus,Pale-bellied Hermit,Least Concern,0,Unknown,NA,5.9,36.53,413683.5,0,1500,1500,29.49908423,Not a Migrant,0,Medium,0,1,1.774952351,3.598133841,12.93285647
9,22686961,Phaethornis_koepckeae,Phaethornis_koepckeae,Koepcke's Hermit,Near Threatened,0,Decreasing,1,5.03,37.08,112547.5,270,1130,860,14.8659664,Not a Migrant,0,High,1,1,1.615419984,3.613077741,11.63113063
10,22686965,Phaethornis_philippii,Phaethornis_philippii,Needle-billed Hermit,Least Concern,0,Unknown,NA,5,35.98,1596477.1,0,325,325,7.302827385,Not a Migrant,0,High,1,1,1.609437912,3.582963229,14.28330995
11,22686976,Phaethornis_pretrei,Phaethornis_pretrei,Planalto Hermit,Least Concern,0,Unknown,NA,5.6,35.4,3736295.8,400,2100,1700,23.43103788,Not a Migrant,0,Medium,0,1,1.722766598,3.56671182,15.13360525
12,22686985,Anopetia_gounellei,Anopetia_gounellei,Broad-tipped Hermit,Least Concern,0,Unknown,NA,3,25.38,534919.7,500,700,200,24.70917677,Not a Migrant,0,Low,0,1,1.098612289,3.233961462,13.18987192
13,22686991,Phaethornis_ruber,Phaethornis_ruber,Reddish Hermit,Least Concern,0,Decreasing,1,2.4,24.09,9728594.2,0,1500,1500,14.08779133,Not a Migrant,0,Medium,0,1,0.875468737,3.181796817,16.09057996
14,22686994,Phaethornis_stuarti,Phaethornis_stuarti,White-browed Hermit,Least Concern,0,Decreasing,1,2.9,26.31,147916.9,0,1000,1000,17.55794918,Not a Migrant,0,Medium,0,1,1.064710737,3.269949095,11.90440591
15,22687013,Eutoxeres_aquila,Eutoxeres_aquila,White-tipped Sicklebill,Least Concern,0,Unknown,NA,10.6,27.51,306610.3,0,2400,2400,24.67486214,Not a Migrant,0,High,1,1,2.360854001,3.314549575,12.63333284
16,22687016,Eutoxeres_condamini,Eutoxeres_condamini,Buff-tailed Sicklebill,Least Concern,0,Decreasing,1,10.79,23.91,368098.8,0,3300,3300,17.03876782,Not a Migrant,0,Medium,0,1,2.378619779,3.174296781,12.81610666
17,22687019,Androdon_aequatorialis,Androdon_aequatorialis,Tooth-billed Hummingbird,Least Concern,0,Decreasing,1,7.3,40.03,113195.7,0,1100,1100,26.84889436,Not a Migrant,0,High,1,0,1.987874348,3.689629173,11.63687346
18,22687022,Ramphodon_naevius,Ramphodon_naevius,Saw-billed Hermit,Near Threatened,0,Decreasing,1,7.9,39.4,220328.7,0,500,500,33.76477308,Not a Migrant,0,High,1,1,2.066862759,3.673765816,12.3028758
19,22687026,Glaucis_dohrnii,Glaucis_dohrnii,Hook-billed Hermit,Endangered,1,Decreasing,1,5.8,28.39,978.2,0,500,500,29.98759672,Not a Migrant,0,High,1,1,1.757857918,3.34603697,6.885714148
20,22687032,Doryfera_johannae,Doryfera_johannae,Blue-fronted Lancebill,Least Concern,0,Decreasing,1,4.81,30.73,459626.7,280,1800,1520,12.78567618,Not a Migrant,0,High,1,0,1.570697084,3.425239376,13.03816992
21,22687035,Doryfera_ludovicae,Doryfera_ludovicae,Green-fronted Lancebill,Least Concern,0,Unknown,NA,6,38.11,387149.3,500,3200,2700,23.94985124,Altitudinal Migrant,1,High,1,0,1.791759469,3.640476715,12.86656569
22,22687041,Campylopterus_cuvierii,Phaeochroa_cuvierii,Scaly-breasted Sabrewing,Least Concern,0,Unknown,NA,8.9,24.63,238473.6,0,1200,1200,31.95170631,Not a Migrant,0,Medium,0,0,2.186051277,3.203965212,12.38201389
23,22687066,Campylopterus_rufus,Campylopterus_rufus,Rufous Sabrewing,Least Concern,0,Unknown,NA,7.1,28.5,31220,900,2000,1100,39.90511418,Not a Migrant,0,High,1,0,1.960094784,3.349904087,10.34881419
24,22687069,Campylopterus_hyperythrus,Campylopterus_hyperythrus,Rufous-breasted Sabrewing,Least Concern,0,Stable,0,6.4,22.93,40875.4,1000,2050,1050,8.045215517,Not a Migrant,0,Medium,0,0,1.85629799,3.132446097,10.61828369
25,22687072,Campylopterus_duidae,Campylopterus_duidae,Buff-breasted Sabrewing,Least Concern,0,Unknown,NA,6.05,28.03,102776.9,1220,1700,480,3.516978775,Not a Migrant,0,Medium,0,0,1.800058272,3.333275365,11.5403159
26,22687075,Campylopterus_hemileucurus,Campylopterus_hemileucurus,Violet Sabrewing,Least Concern,0,Unknown,NA,9.72,32.78,314208.3,100,2400,2300,33.98340845,Altitudinal Migrant,1,Medium,0,0,2.274185618,3.489818573,12.65781142
27,22687078,Campylopterus_ensipennis,Campylopterus_ensipennis,White-tailed Sabrewing,Near Threatened,0,Decreasing,1,9.6,29.8,2404.3,400,2000,1600,31.07738922,Not a Migrant,0,Medium,0,0,2.261763098,3.394508394,7.78501408
28,22687083,Campylopterus_falcatus,Campylopterus_falcatus,Lazuline Sabrewing,Least Concern,0,Unknown,NA,7.2,27.03,88174.1,450,3000,2550,29.89150248,Not a Migrant,0,Medium,0,0,1.974081026,3.29694736,11.38706855
29,22687086,Campylopterus_phainopeplus,Campylopterus_phainopeplus,Santa Marta Sabrewing,Endangered,1,Decreasing,1,7.65,28.5,1551,NA,NA,NA,35.63719497,Altitudinal Migrant,1,Low,0,0,2.034705648,3.349904087,7.346655163
30,22687090,Campylopterus_villaviscensio,Campylopterus_villaviscensio,Napo Sabrewing,Near Threatened,0,Decreasing,1,7.38,31.18,36504.6,780,1800,1020,21.11616316,Not a Migrant,0,High,1,0,1.998773639,3.439776864,10.50519356
31,22687094,Eupetomena_macroura,Eupetomena_macroura,Swallow-tailed Hummingbird,Least Concern,0,Unknown,NA,9,24.61,4594109,0,1500,1500,21.80863938,Not a Migrant,0,Low,0,0,2.197224577,3.203152864,15.34028539
32,22687097,Florisuga_mellivora,Florisuga_mellivora,White-necked Jacobin,Least Concern,0,Unknown,NA,7.4,23.87,8105471,0,1600,1600,13.16175855,Not a Migrant,0,Medium,0,0,2.00148,3.17262244,15.90804982
33,22687100,Florisuga_fusca,Florisuga_fusca,Black Jacobin,Least Concern,0,Unknown,NA,8.1,24.88,669756.6,0,1400,1400,30.07041121,Full Migrant,1,Medium,0,0,2.091864062,3.214064268,13.41466964
34,22687110,Colibri_thalassinus,Colibri_thalassinus,Green Violet-ear,Least Concern,0,Unknown,NA,5.9,24.17,788371.1,900,3300,2400,28.25658042,Altitudinal Migrant,1,Low,0,0,1.774952351,3.185112195,13.5777242
35,22687114,Colibri_coruscans,Colibri_coruscans,Sparkling Violet-ear,Least Concern,0,Unknown,NA,6.7,30.57,920387.7,400,4500,4100,20.41136346,Altitudinal Migrant,1,Low,0,0,1.902107526,3.420019136,13.73255027
36,22687118,Colibri_serrirostris,Colibri_serrirostris,White-vented Violet-ear,Least Concern,0,Unknown,NA,6.7,22.62,2370662.6,0,3600,3600,24.86826015,Not a Migrant,0,Low,0,0,1.902107526,3.118834471,14.67868005
37,22687122,Anthracothorax_viridigula,Anthracothorax_viridigula,Green-throated Mango,Least Concern,0,Decreasing,1,7.5,32.18,591469.7,0,500,500,13.28163805,Not a Migrant,0,Low,0,0,2.014903021,3.471345142,13.29036574
38,22687130,Anthracothorax_nigricollis,Anthracothorax_nigricollis,Black-throated Mango,Least Concern,0,Unknown,NA,7,25.75,9808704.7,0,1900,1900,16.31910696,Full Migrant,1,Low,0,0,1.945910149,3.248434627,16.09878078
39,22687133,Anthracothorax_mango,Anthracothorax_mango,Jamaican Mango,Least Concern,0,Unknown,NA,8.3,28.65,11021.8,0,1500,1500,45.20538876,Altitudinal Migrant,1,Medium,0,0,2.116255515,3.355153443,9.307630409
40,22687143,Anthracothorax_viridis,Anthracothorax_viridis,Green Mango,Least Concern,0,Unknown,NA,6.6,26.23,8774.4,NA,NA,NA,62.73421949,Altitudinal Migrant,1,Medium,0,0,1.887069649,3.266903794,9.07959367
41,22687151,Eulampis_jugularis,Eulampis_jugularis,Purple-throated Carib,Least Concern,0,Unknown,NA,8.85,27.9,5226,NA,NA,NA,51.98520921,Not a Migrant,0,High,1,0,2.180417459,3.328626689,8.561401446
42,22687154,Eulampis_holosericeus,Eulampis_holosericeus,Green-throated Carib,Least Concern,0,Unknown,NA,5.7,25.45,8331.8,NA,NA,NA,59.4613095,Not a Migrant,0,Low,0,0,1.740466175,3.236715743,9.027834798
43,22687160,Chrysolampis_mosquitus,Chrysolampis_mosquitus,Ruby-topaz Hummingbird,Least Concern,0,Unknown,NA,3.9,20.29,7397762.2,0,1350,1350,18.07790404,Full Migrant,1,Non-forest,0,0,1.360976553,3.010128154,15.81668811
44,22687164,Orthorhyncus_cristatus,Orthorhyncus_cristatus,Antillean Crested Hummingbird,Least Concern,0,Unknown,NA,3.02,15.58,7736.3,NA,NA,NA,59.4613095,Not a Migrant,0,Low,0,0,1.105256831,2.74598804,8.953678816
45,22687167,Klais_guimeti,Klais_guimeti,Violet-headed Hummingbird,Least Concern,0,Decreasing,1,2.6,15.24,471398.3,0,1900,1900,22.93087341,Not a Migrant,0,Medium,0,0,0.955511445,2.72392355,13.06345866
46,22687170,Abeillia_abeillei,Abeillia_abeillei,Emerald-chinned Hummingbird,Least Concern,0,Decreasing,1,2.7,13.05,144605.7,1000,2200,1200,34.14525295,Not a Migrant,0,High,1,0,0.993251773,2.568788134,11.88176601
47,22687187,Lophornis_gouldii,Lophornis_gouldii,Dot-eared Coquette,Vulnerable,1,Unknown,NA,2.4,13.11,1191086.2,0,800,800,12.23831227,Not a Migrant,0,Medium,0,0,0.875468737,2.573375298,13.99037622
48,22687190,Lophornis_magnificus,Lophornis_magnificus,Frilled Coquette,Least Concern,0,Unknown,NA,2.7,14.63,2557179.8,0,1000,1000,26.75757896,Not a Migrant,0,Medium,0,0,0.993251773,2.683074215,14.75441557
49,22687208,Lophornis_delattrei,Lophornis_delattrei,Rufous-crested Coquette,Least Concern,0,Unknown,NA,2.8,13.29,223048.7,500,2200,1700,21.05071906,Not a Migrant,0,Medium,0,0,1.029619417,2.587011873,12.31514541
50,22687211,Lophornis_stictolophus,Lophornis_stictolophus,Spangled Coquette,Least Concern,0,Unknown,NA,2.68,12.5,134544.9,0,1300,1300,26.70870568,Not a Migrant,0,Medium,0,0,0.985816795,2.525728644,11.80965325
51,22687235,Lophornis_pavoninus,Lophornis_pavoninus,Peacock Coquette,Least Concern,0,Unknown,NA,3,13.7,205725.1,500,2000,1500,6.661820707,Not a Migrant,0,High,1,0,1.098612289,2.617395833,12.23429609
52,22687241,Lophornis_helenae,Lophornis_helenae,Black-crested Coquette,Least Concern,0,Unknown,NA,2.6,14.43,254044,100,1200,1100,32.96736119,Not a Migrant,0,Medium,0,0,0.955511445,2.669309373,12.44526276
53,22687247,Lophornis_adorabilis,Lophornis_adorabilis,White-crested Coquette,Least Concern,0,Unknown,NA,2.7,13.2,16797.9,300,1200,900,38.39133008,Not a Migrant,0,Medium,0,0,0.993251773,2.58021683,9.729009158
54,22687253,Discosura_popelairii,Discosura_popelairii,Wire-crested Thorntail,Near Threatened,0,Unknown,NA,2.5,15.43,164968.2,500,1800,1300,19.27460014,Not a Migrant,0,High,1,0,0.916290732,2.736313666,12.01350801
55,22687285,Discosura_longicaudus,Discosura_longicaudus,Racket-tailed Coquette,Least Concern,0,Decreasing,1,3.4,15.66,2150166.1,0,910,910,11.56674965,Not a Migrant,0,Medium,0,0,1.223775432,2.751109691,14.58105565
56,22687296,Chlorostilbon_notatus,Chlorestes_notata,Blue-chinned Emerald,Least Concern,0,Unknown,NA,4.2,19.38,4700532,0,500,500,11.69165583,Not a Migrant,0,Low,0,0,1.435084525,2.964241606,15.36318625
57,22687304,Chlorostilbon_canivetii,Chlorostilbon_canivetii,Canivet's Emerald,Least Concern,0,Unknown,NA,2.61,15.4,577328.5,0,1900,1900,32.25280921,Not a Migrant,0,Low,0,0,0.959350221,2.734367509,13.26616671
58,22687310,Chlorostilbon_assimilis,Chlorostilbon_assimilis,Garden Emerald,Least Concern,0,Unknown,NA,2.61,16.43,49348.1,0,800,800,32.70809375,Not a Migrant,0,Medium,0,0,0.959350221,2.799108932,10.80665454
59,22687321,Chlorostilbon_lucidus,Chlorostilbon_lucidus,Glittering-bellied Emerald,Least Concern,0,Unknown,NA,3.5,16.89,5788270.6,0,3500,3500,23.32817807,Full Migrant,1,Medium,0,0,1.252762968,2.826721731,15.57134412
60,22687330,Chlorostilbon_ricordii,Chlorostilbon_ricordii,Cuban Emerald,Least Concern,0,Unknown,NA,3.2,19.63,119014.5,0,1300,1300,41.04381714,Not a Migrant,0,Medium,0,0,1.16315081,2.977059008,11.68700061
61,22687336,Chlorostilbon_swainsonii,Chlorostilbon_swainsonii,Hispaniolan Emerald,Least Concern,0,Unknown,NA,4.3,20.15,74117.2,500,2500,2000,38.00733257,Not a Migrant,0,High,1,0,1.458615023,3.003204288,11.2134029
62,22687339,Chlorostilbon_maugaeus,Chlorostilbon_maugaeus,Puerto Rican Emerald,Least Concern,0,Unknown,NA,3.1,17.38,8774.4,NA,NA,NA,62.73421949,Not a Migrant,0,Medium,0,0,1.131402111,2.85532012,9.07959367
63,22687342,Chlorostilbon_gibsoni,Chlorostilbon_gibsoni,Red-billed Emerald,Least Concern,0,Unknown,NA,2.61,17.6,309538.3,0,1800,1800,31.27490734,Not a Migrant,0,Medium,0,0,0.959350221,2.867898902,12.64283711
64,22687345,Chlorostilbon_russatus,Chlorostilbon_russatus,Coppery Emerald,Least Concern,0,Unknown,NA,3.4,17.78,27766,250,2500,2250,34.7372145,Not a Migrant,0,Medium,0,0,1.223775432,2.87807423,10.23156753
65,22687348,Chlorostilbon_stenurus,Chlorostilbon_stenurus,Narrow-tailed Emerald,Least Concern,0,Unknown,NA,3.4,19.18,81621.2,1000,3000,2000,31.66459948,Not a Migrant,0,Medium,0,0,1.223775432,2.953868069,11.30984431
66,22687368,Cynanthus_sordidus,Cynanthus_sordidus,Dusky Hummingbird,Least Concern,0,Unknown,NA,4,23.6,96198.3,900,2200,1300,34.03631396,Not a Migrant,0,Low,0,0,1.386294361,3.161246712,11.47416696
67,22687399,Thalurania_furcata,Thalurania_furcata,Fork-tailed Woodnymph,Least Concern,0,Unknown,NA,4.19,24.14,11225311.9,0,1800,1800,14.74736343,Not a Migrant,0,Medium,0,0,1.432700734,3.183870216,16.23368178
68,22687405,Thalurania_glaucopis,Thalurania_glaucopis,Violet-capped Woodnymph,Least Concern,0,Unknown,NA,4.8,22.8,1415898.8,0,850,850,30.15924399,Not a Migrant,0,Medium,0,0,1.568615918,3.126760536,14.16327508
69,22687408,Panterpe_insignis,Panterpe_insignis,Fiery-throated Hummingbird,Least Concern,0,Unknown,NA,5.7,21.63,8271.6,1600,3200,1600,36.94704774,Altitudinal Migrant,1,Medium,0,0,1.740466175,3.07408124,9.02058324
70,22687411,Juliamyia_julie,Damophila_julie,Violet-bellied Hummingbird,Least Concern,0,Unknown,NA,3.3,15.67,289653.4,0,1800,1800,30.60971952,Not a Migrant,0,High,1,0,1.193922468,2.751748056,12.57644031
71,22687414,Lepidopyga_coeruleogularis,Lepidopyga_coeruleogularis,Sapphire-throated Hummingbird,Least Concern,0,Unknown,NA,4.2,21.35,88896.1,0,100,100,32.00294982,Not a Migrant,0,Medium,0,0,1.435084525,3.06105174,11.39522355
72,22687421,Lepidopyga_goudoti,Lepidopyga_goudoti,Shining-green Hummingbird,Least Concern,0,Increasing,0,4,19.65,299961.6,0,1600,1600,30.57338953,Not a Migrant,0,Low,0,0,1.386294361,2.978077338,12.61140975
73,22687424,Basilinna_xantusii,Hylocharis_xantusii,Xantus's Hummingbird,Least Concern,0,Unknown,NA,3.4,17.78,41934.5,1800,2200,400,15.99459073,Not a Migrant,0,Medium,0,0,1.223775432,2.87807423,10.64386416
74,22687428,Basilinna_leucotis,Hylocharis_leucotis,White-eared Hummingbird,Least Concern,0,Unknown,NA,3.39,18.58,556987.7,1200,3500,2300,29.73025738,Not a Migrant,0,High,1,0,1.220829921,2.922085733,13.23029844
75,22687432,Hylocharis_eliciae,Hylocharis_eliciae,Blue-throated Goldentail,Least Concern,0,Increasing,0,3.6,18.2,306965.4,0,1000,1000,33.07713998,Not a Migrant,0,Medium,0,0,1.280933845,2.901421594,12.63449032
76,22687436,Amazilia_sapphirina,Hylocharis_sapphirina,Rufous-throated Hummingbird,Least Concern,0,Unknown,NA,4.4,20.48,3920467.9,0,1850,1850,11.92979222,Not a Migrant,0,Medium,0,0,1.481604541,3.0194488,15.18172157
77,22687439,Hylocharis_cyanus,Hylocharis_cyanus,White-chinned Sapphire,Least Concern,0,Unknown,NA,3.3,20.2,7031945,0,1250,1250,12.77700908,Not a Migrant,0,Medium,0,0,1.193922468,3.005682604,15.7659739
78,22687449,Hylocharis_chrysura,Hylocharis_chrysura,Gilded Hummingbird,Least Concern,0,Increasing,0,4.5,22.8,3128403.2,200,1000,800,21.86311663,Not a Migrant,0,Low,0,0,1.504077397,3.126760536,14.95603327
79,22687464,Goethalsia_bella,Goethalsia_bella,Pirre Hummingbird,Near Threatened,0,Unknown,NA,3.4,20.17,1893.2,600,1500,900,22.9819624,Not a Migrant,0,High,1,0,1.223775432,3.004196352,7.546023798
80,22687469,Trochilus_polytmus,Trochilus_polytmus,Red-billed Streamertail,Least Concern,0,Unknown,NA,4.84,22.25,10225,0,1000,1000,45.20538876,Altitudinal Migrant,1,Medium,0,0,1.576914721,3.102342009,9.232590981
81,22687474,Trochilus_scitulus,Trochilus_scitulus,Black-billed Streamertail,Least Concern,0,Unknown,NA,4,23.13,796.8,0,1140,1140,45.02317913,Altitudinal Migrant,1,Low,0,0,1.386294361,3.141130476,6.680603706
82,22687479,Leucochloris_albicollis,Leucochloris_albicollis,White-throated Hummingbird,Least Concern,0,Unknown,NA,6.3,26.6,2177080.2,0,1000,1000,28.36312802,Full Migrant,1,Medium,0,0,1.840549633,3.280911216,14.59349518
83,22687482,Polytmus_guainumbi,Polytmus_guainumbi,White-tailed Goldenthroat,Least Concern,0,Unknown,NA,5.2,25.29,4835836.6,0,600,600,20.08275625,Not a Migrant,0,Non-forest,0,0,1.648658626,3.230409061,15.3915647
84,22687485,Polytmus_milleri,Polytmus_milleri,Tepui Goldenthroat,Least Concern,0,Unknown,NA,4.1,25.45,74968.1,1300,2200,900,6.600104838,Not a Migrant,0,Medium,0,0,1.410986974,3.236715743,11.22481797
85,22687488,Polytmus_theresiae,Polytmus_theresiae,Green-tailed Goldenthroat,Least Concern,0,Unknown,NA,3.8,21.46,1942442.6,100,300,200,7.100347207,Not a Migrant,0,Medium,0,0,1.335001067,3.066190737,14.47945681
86,22687494,Leucippus_baeri,Leucippus_baeri,Tumbes Hummingbird,Least Concern,0,Unknown,NA,4.5,24.7,38502.3,0,800,800,24.52443826,Not a Migrant,0,Medium,0,0,1.504077397,3.206803244,10.55847326
87,22687497,Leucippus_taczanowskii,Leucippus_taczanowskii,Spot-throated Hummingbird,Least Concern,0,Unknown,NA,6.4,27.68,86685.7,350,2800,2450,22.98336489,Not a Migrant,0,Medium,0,0,1.85629799,3.320710131,11.37004421
88,22687500,Leucippus_chlorocercus,Leucippus_chlorocercus,Olive-spotted Hummingbird,Least Concern,0,Unknown,NA,4.6,19.55,173795.3,0,400,400,8.071675718,Not a Migrant,0,High,1,0,1.526056303,2.972975286,12.06563345
