"","Clade","Taxon_ID","Species_name_IUCN","Species_name","Common_name","Redlist_category","Threatened","Population_trend","Decreasing","Body_mass","Bill_length","Range_size","Elevation_min","Elevation_max","Elevation_range","Human_footprint","Migratory_status","Migratory_score","Forest_depend_status","Forest_depend_score","Hermit","Body_mass_log","Bill_length_log","Range_size_log"
"178","Brilliants","22687974","Lesbia_nuna","Lesbia_nuna","Green-tailed Trainbearer","Least Concern",0,"Stable",0,3.7,17.9,251935.199999994,"1700","3800",2100,24.13073542,"Not a Migrant","0","Low","0","0",1.30833281965018,2.88480071284671,12.4369271905695
"179","Brilliants","22687977","Sappho_sparganurus","Sappho_sparganura","Red-tailed Comet","Least Concern",0,"Stable",0,5.3,20.15,409718.700000012,"1500","4000",2500,19.80672575,"Not a Migrant","0","Low","0","0",1.66770682055808,3.00320428839269,12.9232261056469
"180","Brilliants","22687980","Polyonymus_caroli","Polyonymus_caroli","Bronze-tailed Comet","Least Concern",0,"Stable",0,4.8,23.8,159553.499999993,"1500","3600",2100,22.02213853,"Not a Migrant","0","Low","0","0",1.56861591791385,3.16968558067743,11.9801345681627
"181","Brilliants","22687984","Ramphomicron_microrhynchum","Ramphomicron_microrhynchum","Purple-backed Thornbill","Least Concern",0,"Decreasing",1,3.6,10.1,203532.199999996,"1700","3600",1900,26.25461847,"Not a Migrant","0","Medium","0","0",1.28093384546206,2.31253542384721,12.2235795023058
"182","Brilliants","22687987","Ramphomicron_dorsale","Ramphomicron_dorsale","Black-backed Thornbill","Endangered",1,"Decreasing",1,3.5,12.7,2604.09999999999,"NA","NA",NA,35.63719497,"Altitudinal Migrant","1","High","1","0",1.25276296849537,2.54160199346455,7.86484240504886
"183","Brilliants","22687993","Metallura_baroni","Metallura_baroni","Violet-throated Metaltail","Endangered",1,"Decreasing",1,4.3,16.77,2725.50000000001,"3100","3800",700,27.80315428,"Not a Migrant","0","High","1","0",1.45861502269952,2.81959157583512,7.91040717650434
"184","Brilliants","22687998","Metallura_odomae","Metallura_odomae","Neblina Metaltail","Least Concern",0,"Decreasing",1,5.1,20.15,8418.39999999998,"2600","3400",800,22.89074995,"Not a Migrant","0","High","1","0",1.62924053973028,3.00320428839269,9.0381750654266
"185","Brilliants","22688002","Metallura_theresiae","Metallura_theresiae","Coppery Metaltail","Least Concern",0,"Decreasing",1,4.9,17.1,34923.4999999996,"2800","3550",750,20.77388443,"Not a Migrant","0","High","1","0",1.58923520511658,2.83907846350861,10.460915234026
"186","Brilliants","22688005","Metallura_eupogon","Metallura_eupogon","Fire-throated Metaltail","Least Concern",0,"Decreasing",1,4.6,17.8,35465.5000000005,"3100","3800",700,20.63826094,"Not a Migrant","0","High","1","0",1.52605630349505,2.87919845729804,10.4763156719437
"187","Brilliants","22688009","Metallura_aeneocauda","Metallura_aeneocauda","Scaled Metaltail","Least Concern",0,"Decreasing",1,5.2,19,49696.4999999987,"2500","3600",1100,18.67360691,"Not a Migrant","0","High","1","0",1.64865862558738,2.94443897916644,10.8136897870697
"188","Brilliants","22688012","Metallura_phoebe","Metallura_phoebe","Black Metaltail","Least Concern",0,"Decreasing",1,5.4,21.7,142045.299999995,"1500","4500",3000,21.88821496,"Not a Migrant","0","Low","0","0",1.68639895357023,3.07731226054641,11.8639012997937
"189","Brilliants","22688015","Metallura_tyrianthina","Metallura_tyrianthina","Tyrian Metaltail","Least Concern",0,"Stable",0,3.8,16.6,422578.600000014,"1500","4200",2700,24.82202589,"Altitudinal Migrant","1","High","1","0",1.33500106673234,2.8094026953625,12.9541307439799
"190","Brilliants","22688018","Metallura_iracunda","Metallura_iracunda","Perija Metaltail","Endangered",1,"Decreasing",1,3.85,14.42,1651,"NA","NA",NA,32.10181464,"Not a Migrant","0","Medium","0","0",1.34807314829969,2.6686161318568,7.40913644392013
"191","Brilliants","22688024","Chalcostigma_ruficeps","Chalcostigma_ruficeps","Rufous-capped Thornbill","Least Concern",0,"Stable",0,3.4,15.96,123504.100000002,"1400","3800",2400,20.81528631,"Not a Migrant","0","High","1","0",1.22377543162212,2.77008559202166,11.7240296328797
"192","Brilliants","22688027","Chalcostigma_olivaceum","Chalcostigma_olivaceum","Olivaceous Thornbill","Least Concern",0,"Stable",0,8.5,15.28,65216.200000001,"3500","4700",1200,22.6075145,"Not a Migrant","0","Low","0","0",2.14006616349627,2.72654478373837,11.0854631833098
"193","Brilliants","22688030","Chalcostigma_stanleyi","Chalcostigma_stanleyi","Blue-mantled Thornbill","Least Concern",0,"Decreasing",1,5.8,13.9,120425.3,"2200","4500",2300,20.93113102,"Altitudinal Migrant","1","Low","0","0",1.75785791755237,2.63188884013665,11.6987849226724
"194","Brilliants","22688033","Chalcostigma_heteropogon","Chalcostigma_heteropogon","Bronze-tailed Thornbill","Least Concern",0,"Decreasing",1,6.1,15.85,29040.899999999,"2800","3900",1100,31.98871918,"Not a Migrant","0","Low","0","0",1.80828877117927,2.76316950032329,10.276460460194
"195","Brilliants","22688036","Chalcostigma_herrani","Chalcostigma_herrani","Rainbow-bearded Thornbill","Least Concern",0,"Decreasing",1,5.8,16.51,75957.4000000019,"2450","4000",1550,26.54719581,"Not a Migrant","0","Low","0","0",1.75785791755237,2.80396625793204,11.2379279357991
"196","Brilliants","22688046","Opisthoprora_euryptera","Opisthoprora_euryptera","Mountain Avocetbill","Least Concern",0,"Stable",0,5.76,16.45,26992.1999999988,"2600","3600",1000,23.96509731,"Not a Migrant","0","Medium","0","0",1.7509374747078,2.80032547721138,10.2033032143611
"197","Brilliants","22688049","Taphrolesbia_griseiventris","Taphrolesbia_griseiventris","Grey-bellied Comet","Endangered",1,"Decreasing",1,8.94,22.75,4114.50000000001,"2750","3200",450,23.91152611,"Not a Migrant","0","Non-forest","0","0",2.19053558918542,3.12456514539696,8.32227259904577
"198","Brilliants","22688059","Aglaiocercus_coelestis","Aglaiocercus_coelestis","Violet-tailed Sylph","Least Concern",0,"Stable",0,5.61,19.2,28059.8999999992,"800","2300",1500,26.83298089,"Not a Migrant","0","Medium","0","0",1.72455071953461,2.95491027903374,10.2420967898582
"199","Mangoes","22688111","Heliothryx_auritus","Heliothryx_auritus","Black-eared Fairy","Least Concern",0,"Decreasing",1,5.4,24.08,6893426.3,"0","1300",1300,11.58742017,"Not a Migrant","0","High","1","0",1.68639895357023,3.18138162044062,15.7460788053058
"200","Mangoes","22688119","Heliactin_bilophus","Heliactin_bilophus","Horned Sungem","Least Concern",0,"Increasing",0,4.4,19.3,3875515.10000015,"0","1000",1000,20.78951278,"Full Migrant","1","Medium","0","0",1.48160454092422,2.96010509591084,15.1701891409676
"201","Brilliants","22688130","Loddigesia_mirabilis","Loddigesia_mirabilis","Marvelous Spatuletail","Endangered",1,"Decreasing",1,3,19.53,1772.90000000001,"2000","2900",900,16.5323844,"Not a Migrant","0","Medium","0","0",1.09861228866811,2.97195174488859,7.48037190290434
"202","Mountain Gems","22688135","Heliomaster_constantii","Heliomaster_constantii","Plain-capped Starthroat","Least Concern",0,"Stable",0,7.3,35.43,553813.600000006,"0","1500",1500,31.02498452,"Not a Migrant","0","Medium","0","0",1.98787434815435,3.56755891887738,13.2245834470195
"203","Mountain Gems","22688141","Heliomaster_squamosus","Heliomaster_squamosus","Stripe-breasted Starthroat","Least Concern",0,"Stable",0,5.9,32.5,1519239.7,"0","800",800,28.47497064,"Not a Migrant","0","Medium","0","0",1.77495235091167,3.48124008933569,14.2337205703136
"204","Bees","22688147","Rhodopis_vesper","Rhodopis_vesper","Oasis Hummingbird","Least Concern",0,"Stable",0,3.8,34.95,305656.999999991,"0","3800",3800,18.59759592,"Not a Migrant","0","Non-forest","0","0",1.33500106673234,3.55391846867982,12.6302188372067
"205","Bees","22688150","Thaumastura_cora","Thaumastura_cora","Peruvian Sheartail","Least Concern",0,"Stable",0,1.9,16.33,172139.300000006,"0","2800",2800,21.65303051,"Not a Migrant","0","Non-forest","0","0",0.641853886172395,2.79300390698237,12.0560593117377
"206","Bees","22688153","Calliphlox_bryantae","Calliphlox_bryantae","Magenta-throated Woodstar","Least Concern",0,"Stable",0,3.3,18.8,9185.30000000005,"700","1850",1150,37.22006766,"Not a Migrant","0","Medium","0","0",1.19392246847243,2.9338568698359,9.12535965906467
"207","Bees","22688163","Calliphlox_mitchellii","Calliphlox_mitchellii","Purple-throated Woodstar","Least Concern",0,"Stable",0,3.1,16.93,59801.800000002,"800","2400",1600,28.20710301,"Altitudinal Migrant","1","High","1","0",1.1314021114911,2.82908719614504,10.9987910398202
"208","Bees","22688172","Doricha_enicura","Doricha_enicura","Slender Sheartail","Least Concern",0,"Decreasing",1,2.4,22.05,78586.3999999995,"1000","3000",2000,37.08707386,"Not a Migrant","0","Medium","0","0",0.8754687373539,3.09331260189286,11.2719539354564
"209","Bees","22688175","Doricha_eliza","Doricha_eliza","Mexican Sheartail","Near Threatened",0,"Decreasing",1,2.5,23.1,2908.69999999999,"0","300",300,35.03660277,"Not a Migrant","0","Low","0","0",0.916290731874155,3.13983261752775,7.97546152495436
"210","Bees","22688178","Tilmatura_dupontii","Tilmatura_dupontii","Sparkling-tailed Woodstar","Least Concern",0,"Stable",0,2.2,15.6,299179.799999986,"500","2500",2000,33.21460502,"Not a Migrant","0","High","1","0",0.78845736036427,2.74727091425549,12.6088000094343
"211","Bees","22688182","Microstilbon_burmeisteri","Microstilbon_burmeisteri","Slender-tailed Woodstar","Least Concern",0,"Stable",0,2.5,17.5,109879.099999998,"1600","2000",400,19.44075276,"Not a Migrant","0","Low","0","0",0.916290731874155,2.86220088092947,11.6071359494221
"212","Bees","22688185","Calothorax_lucifer","Calothorax_lucifer","Lucifer Hummingbird","Least Concern",0,"Stable",0,3.3,23.1,338097.500000004,"0","2200",2200,24.70612916,"Full Migrant","1","Low","0","0",1.19392246847243,3.13983261752775,12.7310895944066
"213","Bees","22688189","Calothorax_pulcher","Calothorax_pulcher","Beautiful Hummingbird","Least Concern",0,"Stable",0,2.7,21.4,52861.8999999981,"1000","2200",1200,34.53218497,"Not a Migrant","0","Medium","0","0",0.993251773010283,3.06339092202781,10.8754381315153
"214","Bees","22688193","Archilochus_colubris","Archilochus_colubris","Ruby-throated Hummingbird","Least Concern",0,"Increasing",0,3.09,20.4,4936987.60000002,"0","1500",1500,28.87820252,"Full Migrant","1","Medium","0","0",1.12817109090965,3.01553490085017,15.4122659055911
"215","Bees","22688196","Archilochus_alexandri","Archilochus_alexandri","Black-chinned Hummingbird","Least Concern",0,"Increasing",0,3.39,21.63,2371676.79999991,"0","2000",2000,19.4481724,"Full Migrant","1","High","1","0",1.22082992139236,3.07408123996497,14.6791077734922
"216","Bees","22688199","Calypte_anna","Calypte_anna","Anna's Hummingbird","Least Concern",0,"Increasing",0,4.24,20.33,492758.199999983,"0","1800",1800,15.75821479,"Full Migrant","1","Medium","0","0",1.44456326924387,3.01209762764026,13.1077738661753
"217","Bees","22688202","Calypte_costae","Calypte_costae","Costa's Hummingbird","Least Concern",0,"Stable",0,3.09,18.88,563599.199999978,"0","1000",1000,18.73771587,"Full Migrant","1","Non-forest","0","0",1.12817109090965,2.93810316071735,13.2420986395592
"218","Bees","22688211","Calliphlox_amethystina","Calliphlox_amethystina","Amethyst Woodstar","Least Concern",0,"Decreasing",1,2.8,19.38,7988124.99999988,"0","1500",1500,18.43846249,"Full Migrant","1","Medium","0","0",1.02961941718116,2.96424160646262,15.8934666218681
"219","Bees","22688214","Mellisuga_helenae","Mellisuga_helenae","Bee Hummingbird","Near Threatened",0,"Decreasing",1,2.2,12.18,108875.899999995,"0","500",500,41.95187492,"Not a Migrant","0","Medium","0","0",0.78845736036427,2.49979526228175,11.5979639804811
"220","Bees","22688229","Mellisuga_minima","Mellisuga_minima","Vervain Hummingbird","Least Concern",0,"Stable",0,2.4,11.2,86168.3999999962,"0","1100",1100,38.75244767,"Not a Migrant","0","Medium","0","0",0.8754687373539,2.41591377830105,11.3640588001143
"221","Bees","22688235","Atthis_heloisa","Atthis_heloisa","Bumblebee Hummingbird","Least Concern",0,"Stable",0,2.2,14.73,247486.69999999,"1500","3000",1500,30.97354132,"Not a Migrant","0","High","1","0",0.78845736036427,2.68988623047454,12.4191121221732
"222","Bees","22688238","Atthis_ellioti","Atthis_ellioti","Wine-throated Hummingbird","Least Concern",0,"Stable",0,2.9,14.83,94984.699999997,"1500","3500",2000,36.31947435,"Not a Migrant","0","High","1","0",1.06471073699243,2.69665215614984,11.4614711049807
"223","Bees","22688241","Myrtis_fanny","Myrtis_fanny","Purple-collared Woodstar","Least Concern",0,"Stable",0,2.3,20.08,256480.000000005,"700","3200",2500,23.30331477,"Not a Migrant","0","Low","0","0",0.832909122935104,2.99972429482353,12.4548059678434
"224","Bees","22688248","Myrmia_micrura","Myrmia_micrura","Short-tailed Woodstar","Least Concern",0,"Stable",0,2.21,14.93,72175.8999999992,"0","200",200,26.49828304,"Not a Migrant","0","Non-forest","0","0",0.792992515529661,2.7033726115511,11.1868614741451
"225","Bees","22688251","Chaetocercus_mulsant","Chaetocercus_mulsant","White-bellied Woodstar","Least Concern",0,"Stable",0,3.9,21.3,263642.999999998,"800","3500",2700,24.40772692,"Not a Migrant","0","Medium","0","0",1.3609765531356,3.05870707271538,12.4823511942553
"226","Bees","22688257","Chaetocercus_bombus","Chaetocercus_bombus","Little Woodstar","Vulnerable",1,"Decreasing",1,6.5,15.68,174135.500000003,"0","3000",3000,22.55495767,"Not a Migrant","0","High","1","0",1.87180217690159,2.75238601492226,12.0675890107716
"227","Bees","22688268","Chaetocercus_heliodor","Chaetocercus_heliodor","Gorgeted Woodstar","Least Concern",0,"Stable",0,3.01,15.78,113211.199999998,"1000","3000",2000,28.72138039,"Not a Migrant","0","Medium","0","0",1.10194007876078,2.75874331541773,11.6370103797863
"228","Bees","22688274","Chaetocercus_astreans","Chaetocercus_astreans","Santa Marta Woodstar","Least Concern",0,"Stable",0,3.21,15.7,6505.10000000002,"NA","NA",NA,35.63719497,"Not a Migrant","0","High","1","0",1.16627093714192,2.75366071235426,8.78034176361861
"229","Bees","22688279","Chaetocercus_berlepschi","Chaetocercus_berlepschi","Esmeraldas Woodstar","Endangered",1,"Decreasing",1,3.01,15.53,4383.40000000001,"0","100",100,30.69157952,"Not a Migrant","0","High","1","0",1.10194007876078,2.7427736371606,8.38557995794762
"230","Bees","22688290","Chaetocercus_jourdanii","Chaetocercus_jourdanii","Rufous-shafted Woodstar","Least Concern",0,"Stable",0,3.26,14.83,46449.6999999981,"900","2500",1600,31.1364668,"Not a Migrant","0","Low","0","0",1.18172719537862,2.69665215614984,10.7461252856635
"231","Bees","22688293","Selasphorus_platycercus","Selasphorus_platycercus","Broad-tailed Hummingbird","Least Concern",0,"Stable",0,3.54,20.75,696927.699999996,"1500","2500",1000,19.54661648,"Full Migrant","1","High","1","0",1.26412672714568,3.03254624667671,13.4544369540897
"232","Bees","22688302","Selasphorus_flammula","Selasphorus_flammula","Volcano Hummingbird","Least Concern",0,"Stable",0,2.69,14.43,4598.20000000002,"1800","3500",1700,38.39133008,"Altitudinal Migrant","1","Low","0","0",0.989541193613748,2.66930937278578,8.43342020154984
"233","Bees","22688305","Selasphorus_scintilla","Selasphorus_scintilla","Scintillant Hummingbird","Least Concern",0,"Stable",0,2.2,14.33,9422.59999999999,"900","2100",1200,37.22006766,"Not a Migrant","0","Low","0","0",0.78845736036427,2.66235524184008,9.15086633797964
"234","Bees","22688308","Selasphorus_ardens","Selasphorus_ardens","Glow-throated Hummingbird","Endangered",1,"Decreasing",1,3.08,14.35,1490.50000000001,"750","1850",1100,38.0426254,"Not a Migrant","0","High","1","0",1.12492959698548,2.66374994220563,7.30686691311813
"235","Emeralds","22724454","Chlorostilbon_forficatus","Chlorostilbon_forficatus","Cozumel Emerald","Least Concern",0,"Unknown",NA,2.61,16.78,488.299999999998,"NA","NA",NA,15.2627783,"Not a Migrant","0","Medium","0","0",0.959350221334602,2.82018770103906,6.19092997106761
"236","Emeralds","22724623","Chlorostilbon_olivaresi","Chlorostilbon_olivaresi","Chiribiquete Emerald","Least Concern",0,"Unknown",NA,3.69,22.2,6529.3,"NA","NA",NA,4.33011005,"Not a Migrant","0","Low","0","0",1.30562645805244,3.10009228887823,8.78405501897464
"237","Hermits","22725723","Phaethornis_longirostris","Phaethornis_longirostris","Long-billed Hermit","Least Concern",0,"Unknown",NA,6,41.77,698780.099999973,"0","2500",2500,32.10980852,"Not a Migrant","0","High","1","1",1.79175946922805,3.73217837850908,13.4570913794467
"238","Hermits","22725731","Phaethornis_baroni","Phaethornis_baroni","Ecuadorian Hermit","Least Concern",0,"Unknown",NA,NA,NA,NA,"NA","NA",NA,27.65398542,"Not a Migrant","0","High","1","1",NA,NA,NA
"239","Mangoes","22725737","Anthracothorax_dominicus","Anthracothorax_dominicus","Hispaniolan Mango","Least Concern",0,"Unknown",NA,5.77,27.88,84809.6000000023,"0","800",800,38.00038975,"Not a Migrant","0","Low","0","0",1.75267208052001,3.32790958589232,11.3481640229197
"240","Mangoes","22725745","Anthracothorax_aurulentus","Anthracothorax_aurulentus","Puerto Rican Mango","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,62.73421949,"Not a Migrant","0","Low","0","0",NA,NA,NA
"241","Emeralds","22725751","Stephanoxis_lalandi","Stephanoxis_lalandi","Green-crowned Plovercrest","Least Concern",0,"Unknown",NA,4,13.47,1134236.59999996,"0","2900",2900,36.71418802,"Not a Migrant","0","Medium","0","0",1.38629436111989,2.60046499042227,13.9414703834824
"242","Emeralds","22725761","Stephanoxis_loddigesii","Stephanoxis_loddigesii","Violet-crowned Plovercrest","Least Concern",0,"Unknown",NA,NA,NA,NA,"NA","NA",NA,30.04745111,"Not a Migrant","0","Medium","0","0",NA,NA,NA
"243","Emeralds","22725767","Cynanthus_latirostris","Cynanthus_latirostris","Broad-billed Hummingbird","Least Concern",0,"Increasing",0,3.1,21.06,742828.300000014,"0","2000",2000,25.52171689,"Full Migrant","1","Low","0","0",1.1314021114911,3.04737550670583,13.5182202068195
"244","Emeralds","22725775","Cynanthus_doubledayi","Cynanthus_doubledayi","Turquoise-crowned Hummingbird","Least Concern",0,"Stable",0,NA,NA,NA,"NA","NA",NA,34.20731945,"Not a Migrant","0","Low","0","0",NA,NA,NA
"245","Mountain Gems","22725795","Lampornis_castaneoventris","Lampornis_castaneoventris","White-throated Mountain-gem","Least Concern",0,"Unknown",NA,5.08,23.65,1530.6,"800","2000",1200,36.70602401,"Altitudinal Migrant","1","Medium","0","0",1.62531126159039,3.16336311493794,7.33341509437582
"246","Mountain Gems","22725806","Lampornis_cinereicauda","Lampornis_cinereicauda","Grey-tailed Mountain-gem","Least Concern",0,"Unknown",NA,NA,NA,NA,"NA","NA",NA,38.39133008,"Altitudinal Migrant","1","Medium","0","0",NA,NA,NA
"247","Brilliants","22725814","Urochroa_bougueri","Urochroa_bougueri","Rufous-gaped Hillstar","Least Concern",0,"Unknown",NA,11.4,32.78,72914.500000003,"500","2500",2000,29.49103278,"Not a Migrant","0","High","1","0",2.43361335540045,3.48981857331568,11.1970428008246
"248","Brilliants","22725822","Urochroa_leucura","Urochroa_leucura","White-tailed Hillstar","Least Concern",0,"Unknown",NA,NA,NA,NA,"NA","NA",NA,22.47847413,"Not a Migrant","0","High","1","0",NA,NA,NA
"249","Emeralds","22726267","Cynanthus_lawrencei","Cynanthus_lawrencei","Tres Marias Hummingbird","Near Threatened",0,"Stable",0,NA,NA,NA,"NA","NA",NA,23.9105263,"Not a Migrant","0","Low","0","0",NA,NA,NA
"250","Hermits","22726352","Phaethornis_mexicanus","Phaethornis_mexicanus","Mexican Hermit","Least Concern",0,"Unknown",NA,NA,NA,NA,"NA","NA",NA,34.51943408,"Not a Migrant","0","High","1","1",NA,NA,NA
"251","Hermits","22726661","Phaethornis_griseogularis","Phaethornis_griseogularis","Grey-chinned Hermit","Least Concern",0,"Unknown",NA,2.3,24.33,385188.899999986,"500","2000",1500,17.51743565,"Not a Migrant","0","High","1","1",0.832909122935104,3.19171015679543,12.8614891422915
"252","Hermits","22726671","Phaethornis_porcullae","Phaethornis_porcullae","Porculla Hermit","Least Concern",0,"Unknown",NA,NA,NA,NA,"NA","NA",NA,23.75912436,"Not a Migrant","0","High","1","1",NA,NA,NA
"253","Coquettes","22726682","Lophornis_chalybeus","Lophornis_chalybeus","Festive Coquette","Near Threatened",0,"Unknown",NA,3,16.28,2971936.30000002,"0","1000",1000,35.14800836,"Not a Migrant","0","Medium","0","0",1.09861228866811,2.78993736057439,14.9047242512119
"254","Coquettes","22726690","Lophornis_verreauxii","Lophornis_verreauxii","Butterfly Coquette","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,8.254079852,"Not a Migrant","0","Medium","0","0",NA,NA,NA
"255","Emeralds","22726696","Thalurania_colombica","Thalurania_colombica","Crowned Woodnymph","Least Concern",0,"Decreasing",1,4.5,20.9,471399.099999987,"0","2000",2000,29.81437935,"Not a Migrant","0","Medium","0","0",1.50407739677627,3.03974915897077,13.0634603602757
"256","Emeralds","22726714","Amazilia_bartletti","Amazilia_bartletti","Spot-vented Emerald","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,11.58800162,"Not a Migrant","0","Medium","0","0",NA,NA,NA
"257","Brilliants","22726720","Coeligena_torquata","Coeligena_torquata","Collared Inca","Least Concern",0,"Decreasing",1,6.72,41.49,403698.499999996,"1500","3500",2000,23.65134714,"Not a Migrant","0","High","1","0",1.90508815453506,3.72545243434478,12.9084235912037
"258","Brilliants","22726729","Coeligena_conradii","Coeligena_conradii","Green Inca","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,32.36398086,"Not a Migrant","0","High","1","0",NA,NA,NA
"259","Brilliants","22726736","Coeligena_eisenmanni","Coeligena_eisenmanni","Vilcabamba Inca","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,14.4235813,"Not a Migrant","0","High","1","0",NA,NA,NA
"260","Brilliants","22726743","Coeligena_inca","Coeligena_inca","Gould's Inca","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,17.99824472,"Not a Migrant","0","High","1","0",NA,NA,NA
"261","Brilliants","22726750","Coeligena_violifer","Coeligena_violifer","Bolivian Starfrontlet","Least Concern",0,"Decreasing",1,7.39,39.25,192529.599999995,"1300","3900",2600,20.5847913,"Not a Migrant","0","High","1","0",2.00012773496011,3.66995144422842,12.1680051871229
"262","Brilliants","22726758","Coeligena_dichroura","Coeligena_dichroura","Huanuco Starfrontlet","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,20.38767959,"Not a Migrant","0","High","1","0",NA,NA,NA
"263","Brilliants","22726764","Coeligena_albicaudata","Coeligena_albicaudata","Apurimac Starfrontlet","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,19.44301505,"Not a Migrant","0","High","1","0",NA,NA,NA
"264","Brilliants","22726770","Coeligena_osculans","Coeligena_osculans","Cuzco Starfrontlet","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,16.58213586,"Not a Migrant","0","High","1","0",NA,NA,NA
"265","Brilliants","22726790","Oxypogon_guerinii","Oxypogon_guerinii","Green-bearded Helmetcrest","Least Concern",0,"Decreasing",1,4.8,12.72,35247.6999999998,"3000","5200",2200,31.89959794,"Not a Migrant","0","Non-forest","0","0",1.56861591791385,2.54317555791198,10.4701555578847
"266","Brilliants","22726804","Oxypogon_lindenii","Oxypogon_lindenii","White-bearded Helmetcrest","Least Concern",0,"Decreasing",1,NA,NA,NA,"NA","NA",NA,31.2982592,"Not a Migrant","0","Non-forest","0","0",NA,NA,NA
"267","Brilliants","22726810","Oxypogon_stuebelii","Oxypogon_stuebelii","Buffy Helmetcrest","Vulnerable",1,"Stable",0,NA,NA,NA,"NA","NA",NA,35.33672905,"Not a Migrant","0","Non-forest","0","0",NA,NA,NA
"268","Mangoes","22726816","Schistes_geoffroyi","Schistes_geoffroyi","Eastern Wedge-billed Hummingbird","Least Concern",0,"Stable",0,3.6,17.46,639941.099999987,"800","2500",1700,21.89068952,"Not a Migrant","0","High","1","0",1.28093384546206,2.85991255041146,13.3691314198507
"269","Mangoes","22726824","Schistes_albogularis","Schistes_albogularis","Western Wedge-billed Hummingbird","Least Concern",0,"Stable",0,NA,NA,NA,"NA","NA",NA,28.28110141,"Not a Migrant","0","High","1","0",NA,NA,NA
"270","Coquettes","22727923","Oreonympha_nobilis","Oreonympha_nobilis","Eastern Mountaineer","Least Concern",0,"Stable",0,7.7,26.93,61823.9000000026,"2500","3800",1300,23.45436335,"Not a Migrant","0","Medium","0","0",2.04122032885964,3.29324090682351,11.0320453000761
"271","Coquettes","22727930","Oreonympha_albolimbata","Oreonympha_albolimbata","Western Mountaineer","Least Concern",0,"Stable",0,NA,NA,NA,"NA","NA",NA,20.08358636,"Not a Migrant","0","Medium","0","0",NA,NA,NA
"272","Emeralds","22727993","Campylopterus_curvipennis","Campylopterus_curvipennis","Wedge-tailed Sabrewing","Least Concern",0,"Decreasing",1,6,28.93,242889.900000008,"0","1400",1400,30.38959429,"Not a Migrant","0","High","1","0",1.79175946922805,3.36487911898804,12.4003635332283
